"cdm_name","result_type","package_name","package_version","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Autoimmune disease","Flag","count","integer","24","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Autoimmune disease","Flag","percentage","percentage","1.71428571428571","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hypothyroidism","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic kidney disease","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Copd","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Copd","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Depressive disorder","Flag","count","integer","5","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Depressive disorder","Flag","percentage","percentage","0.357142857142857","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Osteoporosis","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic kidney disease","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Inflammatory bowel disease","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Inflammatory bowel disease","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Pneumonia","Flag","count","integer","9","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Pneumonia","Flag","percentage","percentage","0.642857142857143","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Diabetes 1","Flag","count","integer","4","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Diabetes 1","Flag","percentage","percentage","0.285714285714286","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Osteoporosis","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic kidney disease","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Autoimmune disease","Flag","count","integer","24","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Autoimmune disease","Flag","percentage","percentage","1.71428571428571","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Copd","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Copd","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Autoimmune disease","Flag","count","integer","24","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Autoimmune disease","Flag","percentage","percentage","1.71428571428571","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Pneumonia","Flag","count","integer","9","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Pneumonia","Flag","percentage","percentage","0.642857142857143","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Pneumonia","Flag","count","integer","9","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Pneumonia","Flag","percentage","percentage","0.642857142857143","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Diabetes 1","Flag","count","integer","4","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Diabetes 1","Flag","percentage","percentage","0.285714285714286","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hypothyroidism","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Depressive disorder","Flag","count","integer","5","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Depressive disorder","Flag","percentage","percentage","0.357142857142857","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hypertension","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hypertension","Flag","percentage","percentage","0.0714285714285714","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Anxiety","Flag","count","integer","63","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Anxiety","Flag","percentage","percentage","4.5","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Diabetes 1","Flag","count","integer","4","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Diabetes 1","Flag","percentage","percentage","0.285714285714286","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Osteoporosis","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Dementia","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Dementia","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Heart failure","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Stroke","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Stroke","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Dementia","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Dementia","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Heart failure","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Stroke","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Stroke","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Dementia","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Dementia","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Heart failure","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Stroke","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Stroke","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","count","integer","0","table and window","hiv_status and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Hiv","Flag","percentage","percentage","0","table and window","hiv_status and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","min","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","q05","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","q25","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","median","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","q75","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","q95","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","max","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","mean","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Myocardial infarction","Count","sd","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","min","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","q05","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","q25","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","median","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","q75","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","q95","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","max","integer","1","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","mean","numeric","0.000714285714285714","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","overall","overall","Cervix smear test test done cohort","Count","sd","numeric","0.0267261241912424","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Number subjects",NA,"count","integer","1400","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Number records",NA,"count","integer","1400","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"min","date","3198776-07-04","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"q05","date","3198776-07-04","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"q25","date","3285119-02-22","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"median","date","3458040-12-19","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"q75","date","3889990-09-13","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"q95","date","4494862-04-04","overall","overall"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","unvac_cohort","age_group","0 to 15","Cohort start date",NA,"max","date","4609591-07-07","overall","overall"
